open,max,min,close
1.43964,1.43978,1.43895,1.4395
1.43938,1.43984,1.43908,1.43972
1.43975,1.44027,1.43945,1.44
1.44003,1.44029,1.43982,1.44007
1.43997,1.44005,1.4397,1.43984
1.44007,1.44028,1.43976,1.44003
1.43943,1.43959,1.43904,1.43932
1.43933,1.43951,1.43902,1.43937
1.43919,1.43998,1.43917,1.43968
1.43968,1.44048,1.43954,1.44013
1.4401,1.44037,1.43972,1.44015
1.44015,1.4405,1.44001,1.44024
1.44013,1.44057,1.43985,1.44026
1.44037,1.44106,1.44006,1.44094
1.44089,1.44146,1.44074,1.44105
1.44102,1.44126,1.44027,1.44104
1.44135,1.44229,1.44087,1.44216
1.44209,1.44249,1.44159,1.44204
1.44216,1.44305,1.44205,1.44283
1.44264,1.44297,1.44207,1.44284
1.44258,1.44327,1.44246,1.44285
1.44272,1.44284,1.44226,1.44228
1.44228,1.44257,1.44205,1.44234
1.44234,1.44246,1.44175,1.44214
1.44214,1.44256,1.44193,1.44242
1.44246,1.44269,1.44187,1.44216
1.44217,1.44239,1.44184,1.44204
1.44209,1.44237,1.44138,1.44166
1.44156,1.44196,1.44119,1.44145
1.44152,1.44193,1.44111,1.44178
1.44184,1.44217,1.44143,1.44198
1.44187,1.44218,1.44171,1.44205
1.44212,1.44304,1.44198,1.44244
1.44284,1.443,1.44226,1.44275
1.44284,1.443,1.44226,1.44275
1.44271,1.44279,1.44232,1.44266
1.44266,1.44335,1.44253,1.44287
1.44279,1.44371,1.44247,1.44362
1.44369,1.44388,1.44295,1.44327
1.4434,1.44397,1.44305,1.4438
1.44383,1.44445,1.44327,1.44388
1.44388,1.4441,1.44299,1.4433
1.44323,1.44357,1.44283,1.44325
1.44323,1.44383,1.44294,1.44347
1.44341,1.44358,1.44296,1.44327
1.44337,1.44368,1.44293,1.44334
1.44307,1.4436,1.44297,1.44338
1.44319,1.44396,1.44306,1.44354
1.44358,1.44375,1.44305,1.44363
1.44383,1.44387,1.44322,1.44356
1.44358,1.44389,1.44323,1.44354
1.44335,1.4436,1.44297,1.44333
1.44335,1.44352,1.44304,1.44335
1.44337,1.44382,1.44324,1.44329
1.44364,1.4449,1.44349,1.44459
1.44463,1.44468,1.44348,1.44405
1.44394,1.44437,1.44361,1.44397
1.44379,1.44416,1.44353,1.44388
1.44392,1.44411,1.44352,1.44405
1.44371,1.44399,1.44354,1.44378
